296.37 295.56 297.19 296.83 297.48 297.85 298.36 291.63 291.83 291.94 292.04 292.61 291.25 291.85 290.73 290.93 291.15 291.07 290.92 291.39 291.76 291.44 290.85 290.67 291.48 293.47 293.62 292.99 293.49 292.83 291.92 291.9 292.16 291.82 290.62 290.0 290.6 294.64 295.31 296.06 295.39 295.67 296.48 294.78 294.48 293.96 286.39 291.86 291.17 290.55
295.41 296.49 296.69 297.45 297.41 298.97 300.04 291.29 292.2 292.19 292.45 290.79 291.35 292.16 291.67 291.78 291.23 291.41 291.01 292.36 290.89 291.93 291.11 291.78 292.19 291.62 293.1 292.91 291.32 292.61 293.04 292.39 291.65 292.69 292.59 291.36 294.79 296.11 295.52 295.06 295.28 294.87 293.08 294.97 294.55 294.38 285.18 290.78 290.21 290.74
295.94 295.93 296.36 297.06 297.93 299.34 300.24 291.89 291.22 291.83 292.12 291.63 292.64 293.07 291.5 291.61 291.6 292.09 292.18 291.84 291.49 291.79 292.6 292.62 292.4 292.6 292.46 292.81 292.58 292.84 293.37 291.91 291.26 291.67 292.0 291.77 295.66 294.53 293.67 294.78 295.86 293.79 292.63 294.63 294.79 286.66 285.84 290.86 290.52 290.48
296.61 295.41 296.95 297.62 297.57 298.07 300.28 291.92 292.62 292.44 291.95 292.76 293.53 293.65 292.22 292.61 290.72 291.72 292.22 291.96 292.15 292.28 292.17 292.02 292.92 293.6 292.12 292.5 291.68 291.41 291.76 292.14 290.32 291.45 291.57 290.82 295.91 294.17 294.7 294.69 295.04 294.38 293.54 295.12 294.86 287.0 286.5 292.06 291.01 289.96
295.32 295.25 296.76 297.14 297.17 295.99 296.95 292.61 292.48 291.62 291.41 294.17 293.53 292.29 292.29 292.05 292.11 292.99 292.94 292.5 292.29 292.02 291.57 292.2 291.91 293.76 292.1 291.98 292.11 291.46 290.09 289.45 291.2 291.02 295.84 296.18 289.57 294.37 293.69 292.81 294.0 295.34 294.81 294.51 286.76 287.86 286.83 292.47 291.29 291.26
292.55 292.53 292.81 293.21 293.72 295.52 297.7 296.79 297.13 291.88 300.64 299.09 300.01 299.71 293.02 292.98 296.69 297.0 292.08 291.95 291.65 291.31 292.24 291.89 292.91 291.82 292.05 293.01 292.93 290.75 290.4 290.49 297.05 296.34 297.08 295.82 289.37 289.86 290.11 293.71 293.31 294.21 295.04 294.02 286.64 285.61 285.53 290.98 291.5 291.27
291.33 291.64 292.48 293.71 294.28 294.38 295.83 296.82 296.68 301.01 300.38 300.19 299.85 300.0 299.83 297.01 297.77 297.7 297.08 292.22 291.92 292.6 292.32 292.45 291.3 292.17 293.35 293.68 293.73 293.0 291.81 296.28 296.56 297.72 298.47 296.23 288.69 289.55 290.54 290.73 294.45 294.23 296.07 293.02 293.35 292.08 291.69 291.61 291.9 291.0
292.03 292.38 292.59 293.63 294.0 296.73 295.1 296.57 296.38 296.43 301.63 300.25 299.49 300.05 296.47 296.41 298.81 297.51 296.53 291.43 291.42 291.07 292.45 292.58 291.47 293.03 294.17 294.0 292.61 291.83 292.06 297.38 296.87 296.76 296.34 296.93 288.81 290.54 290.09 290.06 296.41 296.5 295.49 292.8 292.08 291.59 291.66 291.98 292.29 292.02
292.52 292.5 293.46 293.96 293.96 295.1 295.96 295.68 297.44 297.49 301.31 301.02 300.02 296.33 295.72 296.28 298.11 298.22 297.07 296.35 291.39 292.2 292.38 292.11 292.21 292.65 293.62 293.46 290.53 289.04 297.36 297.72 296.82 298.36 296.41 296.07 289.72 290.38 289.35 289.79 295.94 295.42 295.65 294.28 291.32 290.71 291.51 292.48 292.93 292.39
292.98 293.18 293.84 294.57 293.5 294.81 294.4 296.34 296.72 297.49 301.74 300.87 297.11 296.42 296.27 296.31 296.67 295.66 295.85 294.62 293.72 292.5 293.0 292.27 292.34 293.29 293.17 290.33 290.85 290.5 288.83 297.81 297.7 297.54 296.78 296.32 289.53 289.85 289.57 289.19 297.17 295.5 295.45 294.34 293.83 291.18 291.58 292.06 291.62 293.34
292.17 292.93 294.87 293.97 292.55 292.78 294.07 296.08 297.72 298.47 302.32 297.85 297.24 297.2 296.52 296.54 296.23 296.35 296.52 300.16 299.69 293.93 293.54 293.36 292.65 290.38 289.64 290.73 291.12 290.28 288.98 299.12 298.51 297.07 289.02 288.24 286.97 288.06 287.91 289.72 295.77 295.42 295.59 294.41 293.91 291.39 291.7 291.23 292.28 291.95
293.82 293.97 295.13 294.06 292.68 294.99 293.73 294.23 296.0 296.2 297.49 297.01 298.11 296.9 297.04 296.44 295.31 300.17 300.23 300.61 299.92 299.68 293.48 290.11 291.0 290.83 291.62 290.46 289.73 289.28 289.18 287.45 289.6 288.53 288.31 288.49 286.93 288.24 289.26 289.2 296.02 295.27 296.2 294.67 294.56 296.04 292.32 292.65 291.64 291.6
292.77 294.28 293.85 295.29 294.88 294.68 295.66 294.92 294.3 295.27 293.4 293.79 293.52 297.13 296.79 300.55 300.2 300.27 300.4 300.62 299.84 299.93 291.81 291.69 291.42 291.76 291.54 289.72 289.75 289.96 289.05 288.16 288.4 288.05 288.19 288.24 287.44 289.06 289.42 288.45 288.48 296.18 294.88 295.19 295.4 296.3 296.04 292.94 291.9 292.06
293.42 293.08 294.21 293.15 295.15 295.26 293.73 296.18 294.66 295.18 293.5 293.1 294.62 292.74 301.01 301.23 301.02 299.45 299.23 301.66 300.14 301.08 300.68 291.78 292.32 291.77 291.14 290.47 290.64 290.21 288.69 288.25 295.96 294.93 296.06 292.36 291.73 292.58 288.45 287.97 287.78 288.02 294.95 296.37 295.76 295.64 294.92 292.2 293.71 292.68
292.82 292.92 293.23 294.25 295.17 294.18 293.73 294.85 295.04 296.34 293.89 293.92 294.32 293.43 292.62 300.64 301.87 300.34 299.41 300.07 301.45 300.58 301.01 300.93 293.41 291.7 288.77 289.52 290.3 289.99 289.61 295.99 295.29 295.07 295.04 295.24 291.87 292.34 287.99 286.87 286.98 287.8 288.27 287.81 295.55 296.22 295.76 294.22 294.36 293.26
293.05 293.13 293.1 292.59 294.18 294.07 293.57 294.23 294.16 295.26 293.92 293.32 294.52 293.78 293.28 294.17 301.68 301.52 300.51 300.74 300.7 301.01 301.52 301.05 301.64 291.45 290.55 289.79 291.11 289.35 289.26 296.02 296.25 296.35 296.08 295.6 295.45 292.15 288.26 287.46 286.72 287.24 293.06 292.68 292.63 293.29 292.87 293.19 294.18 293.65
293.8 294.04 293.55 293.34 293.97 293.43 293.84 292.69 293.46 294.17 293.37 293.98 293.63 293.98 294.02 295.03 298.27 303.0 301.39 301.04 299.76 301.98 301.98 301.49 301.6 300.76 292.6 290.14 290.24 289.29 289.38 296.17 296.15 296.06 296.0 296.02 295.7 295.57 288.21 287.64 287.3 293.23 292.95 292.78 292.72 293.76 291.68 293.9 294.0 293.56
292.53 292.85 293.29 293.45 293.24 293.42 292.8 294.2 294.48 293.22 294.11 292.26 291.81 292.09 298.55 297.15 296.23 297.86 300.83 300.28 299.97 299.92 300.75 300.89 300.26 292.03 292.69 291.15 291.92 290.98 297.49 297.49 296.06 296.59 296.06 295.76 295.27 294.88 287.58 287.67 291.77 293.36 292.09 293.04 292.83 293.99 292.35 293.96 294.86 293.78
